1 0.99996
2 1
3 0.99996
4 0.99998
5 1
6 0.99997
7 1
8 0.99996
9 1
10 1
11 0.99999
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
